Source,Target,Citation Type,Source Title,Target Title
08_1043,07_1449,considered,Jarrett v Secretary Department of Families Community Services amp; Indigenous Affairs [2008] FCA 1043 (11 July 2008),Bahonko v Nurses Board of Victoria (No 4) [2007] FCA 1449 (14 September 2007)
08_1043,07_8,followed,Jarrett v Secretary Department of Families Community Services amp; Indigenous Affairs [2008] FCA 1043 (11 July 2008),Lawson v NSW Minister for Land and Water Conservation [2007] FCA 8 (12 January 2007)
08_1043,08_224,considered,Jarrett v Secretary Department of Families Community Services amp; Indigenous Affairs [2008] FCA 1043 (11 July 2008),SZGCA v Minister for Immigration and Citizenship [2008] FCA 224 (6 March 2008)
08_1043,07_903,followed,Jarrett v Secretary Department of Families Community Services amp; Indigenous Affairs [2008] FCA 1043 (11 July 2008),Jianshe Southern Pty Ltd (ACN 007 031 905) v Turnbull Cooktown Pty Ltd (ACN 069 894 275) (No 2) [2007] FCA 903 (14 June 2007)
08_1043,06_946,followed,Jarrett v Secretary Department of Families Community Services amp; Indigenous Affairs [2008] FCA 1043 (11 July 2008),Lockett v Military Rehabilitation amp; Compensation Commission [2006] FCA 946 (27 July 2006)
08_1041,07_61,cited,Fig Tree Developments Ltd v Australian Property Custodian Holdings Ltd [2008] FCA 1041 (27 June 2008),Elderslie Finance Corporation Limited v Newpage Pty Limited [2007] FCA 61 (6 February 2007)
08_954,08_817,referred_to,Sydney Ferries Corporation v Australian Maritime Officers Union (No 2) [2008] FCA 954 (25 June 2008),Sydney Ferries Corporation v Australian Maritime Officers Union (Corrigendum 5 June 2008) [2008] FCA 817 (30 May 2008)
09_763,08_1039,applied,Sagacious Legal Pty Ltd v Lumley General Insurance Limited t/as Lumley Special Vehicles [2009] FCA 763 (17 July 2009),Asaad v Minister for Immigration and Citizenship [2008] FCA 1039 (14 July 2008)
08_955,08_3,cited,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),Humane Society International Inc v Kyodo Senpaku Kaisha Ltd [2008] FCA 3 (15 January 2008)
08_955,06_1416,cited,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),Commonwealth Bank of Australia (ACN 123 123 124) v ACN 000 247 601 Pty Limited (in liq) (For [2006] FCA 1416 (2 November 2006)
08_955,06_1401,cited,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),Fortron Automotive Treatments Pty Ltd v Jones (No 2) [2006] FCA 1401 (27 October 2006)
08_955,07_299,cited,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),Hicks v Ruddock [2007] FCA 299 (8 March 2007)
08_955,07_511,cited,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
08_955,06_1352,referred_to,Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
07_1642,07_299,cited,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),Hicks v Ruddock [2007] FCA 299 (8 March 2007)
07_1642,06_1352,cited,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
07_1642,07_511,cited,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
07_1642,07_1490,applied,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),Brother Industries Ltd v Dynamic Supplies Pty Ltd [2007] FCA 1490 (26 September 2007)
07_1642,07_489,cited,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),Jianshe Southern Pty Ltd (ACN 007 031 905) v Turnbull Cooktown Pty Ltd (ACN 069 894 275) [2007] FCA 489 (4 April 2007)
07_1642,06_1401,cited,PZ Cussons (International) Limited v Rosa Dora Imports Pty Ltd [2007] FCA 1642 (9 November 2007),Fortron Automotive Treatments Pty Ltd v Jones (No 2) [2006] FCA 1401 (27 October 2006)
08_959,06_195,cited,SZJRW v Minister for Immigration and Citizenship [2008] FCA 959 (24 June 2008),Mathews v Health Insurance Commission [2006] FCA 195 (10 March 2006)
08_959,06_129,cited,SZJRW v Minister for Immigration and Citizenship [2008] FCA 959 (24 June 2008),Twining v Australian Public Service Commission [2006] FCA 129 (16 February 2006)
09_759,09_642,followed,GG v Australian Crime Commission [2009] FCA 759 (20 July 2009),AA v Board of the Australian Crime Commission [2009] FCA 642 (22 June 2009)
09_759,06_660,followed,GG v Australian Crime Commission [2009] FCA 759 (20 July 2009),*D* v Australian Crime Commission [2006] FCA 660 (30 May 2006)
09_758,08_5,cited,Wotton v State of Queensland [2009] FCA 758 (17 July 2009),Australian Competition amp; Consumer Commission v Kokos International Pty Ltd (No 2) [2008] FCA 5 (10 January 2008)
09_758,07_1960,followed,Wotton v State of Queensland [2009] FCA 758 (17 July 2009),Clark v ING Life Limited [2007] FCA 1960 (22 November 2007)
09_758,07_56,cited,Wotton v State of Queensland [2009] FCA 758 (17 July 2009),Olivaylle Pty Ltd (ACN 080 670 640) v Flottweg GMBH amp; Co KGAA (ABN 95 101 547 424) [2007] FCA 56 (5 February 2007)
07_1639,06_146,cited,RP Data Limited (ACN 087 759 171) v State of Queensland [2007] FCA 1639 (30 October 2007),Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) [2006] FCA 146 (24 February 2006)
07_1639,07_493,cited,RP Data Limited (ACN 087 759 171) v State of Queensland [2007] FCA 1639 (30 October 2007),Telstra Corporation Limited v Australian Competitionand Consumer Commission (No 2) [2007] FCA 493 (5 April 2007)
09_757,08_5,cited,Telstra Corporation Limited v Australian Competition and Consumer Commission (includes corrigendum dated 27 July 2009) [2009] FCA 757 (17 July 2009),Australian Competition amp; Consumer Commission v Kokos International Pty Ltd (No 2) [2008] FCA 5 (10 January 2008)
09_757,08_1640,referred_to,Telstra Corporation Limited v Australian Competition and Consumer Commission (includes corrigendum dated 27 July 2009) [2009] FCA 757 (17 July 2009),Telstra Corporation Ltd v Australian Competition amp; Consumer Commission (No 2) [2008] FCA 1640 (7 November 2008)
09_757,08_1436,referred_to,Telstra Corporation Limited v Australian Competition and Consumer Commission (includes corrigendum dated 27 July 2009) [2009] FCA 757 (17 July 2009),Telstra Corporation Ltd v Australian Competition amp; Consumer Commission [2008] FCA 1436 (19 September 2008)
09_757,07_1318,cited,Telstra Corporation Limited v Australian Competition and Consumer Commission (includes corrigendum dated 27 July 2009) [2009] FCA 757 (17 July 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
08_960,06_745,followed,Sydney Ferries Corporation v Australian Maritime Officers Union (No 3) [2008] FCA 960 (25 June 2008),Paras v Public Service Body Head of the Department of Infrastructure (No 3) [2006] FCA 745 (15 June 2006)
08_960,08_817,referred_to,Sydney Ferries Corporation v Australian Maritime Officers Union (No 3) [2008] FCA 960 (25 June 2008),Sydney Ferries Corporation v Australian Maritime Officers Union (Corrigendum 5 June 2008) [2008] FCA 817 (30 May 2008)
08_960,08_954,referred_to,Sydney Ferries Corporation v Australian Maritime Officers Union (No 3) [2008] FCA 960 (25 June 2008),Sydney Ferries Corporation v Australian Maritime Officers Union (No 2) [2008] FCA 954 (25 June 2008)
07_1637,07_1598,related,Forbes Engineering (Asia) Pte Limited v Forbes (No 3) [2007] FCA 1637 (29 October 2007),Forbes Engineering (Asia) Pte Limited v Mark Forbes [2007] FCA 1598 (18 October 2007)
08_962,08_433,referred_to,Gorman v Australian Securities and Investments Commission [2008] FCA 962 (13 June 2008),J P Morgan Portfolio Services Limited v Deloitte Touche Tohmatsu [2008] FCA 433 (25 March 2008)
08_962,06_1022,referred_to,Gorman v Australian Securities and Investments Commission [2008] FCA 962 (13 June 2008),SZHUT v Minister for Immigration and Multicultural Affairs [2006] FCA 1022 (9 August 2006)
09_754,08_1545,followed,Australian Communications and Media Authority v Radio 2UE Sydney Pty Ltd (No 2) [2009] FCA 754 (17 July 2009),Secretary Department of Health amp; Ageing v Pagasa Australia Pty Ltd [2008] FCA 1545 (17 October 2008)
09_754,09_715,cited,Australian Communications and Media Authority v Radio 2UE Sydney Pty Ltd (No 2) [2009] FCA 754 (17 July 2009),Australian Competition and Consumer Commission v PRK Corporation Pty Ltd [2009] FCA 715 (3 July 2009)
08_1053,08_1022,cited,Gillette Company v Schiavini [2008] FCA 1053 (15 July 2008),Jemella Australia Pty Ltd v MacKinnon [2008] FCA 1022 (24 June 2008)
09_1268,09_672,cited,Kronen v Secretary Department of Education Employment and Workplace Relations [2009] FCA 1268 (9 November 2009),Vranic v Secretary Department of Education Employment and Workplace Relations [2009] FCA 672 (19 June 2009)
08_1052,08_123,considered,SZLSI v Minister for Immigration amp; Citizenship [2008] FCA 1052 (15 July 2008),SZCXF v Minister for Immigration and Citizenship [2008] FCA 123 (20 February 2008)
08_1052,08_716,followed,SZLSI v Minister for Immigration amp; Citizenship [2008] FCA 1052 (15 July 2008),SZLRL v Minister for Immigration amp; Citizenship [2008] FCA 716 (20 May 2008)
08_1052,08_61,considered,SZLSI v Minister for Immigration amp; Citizenship [2008] FCA 1052 (15 July 2008),In the matter of Ox Operations Pty Ltd (ACN 119 184 431) [2008] FCA 61 (11 February 2008)
08_1052,07_38,followed,SZLSI v Minister for Immigration amp; Citizenship [2008] FCA 1052 (15 July 2008),Visible Results Properties Inc v Sushi Train (Australia) Pty Limited (Corrigendum dated 11 April 2007) [2007] FCA 38 (7 February 2007)
08_944,07_1025,cited,Billy Patch and Others on behalf of the Birriliburu People v State of Western Australia [2008] FCA 944 (20 June 2008),Brown (on behalf of the Ngarla People) v State of Western Australia [2007] FCA 1025 (30 May 2007)
07_1652,06_195,cited,SZIJG v Minister for Immigration and Citizenship [2007] FCA 1652 (30 October 2007),Mathews v Health Insurance Commission [2006] FCA 195 (10 March 2006)
09_749,06_1368,cited,Swaby v Lift Capital Partners Pty Ltd [2009] FCA 749 (13 July 2009),Beyazkilinc v Manager Baxter Immigration Receptionand Processing Centre [2006] FCA 1368 (20 October 2006)
09_1272,09_137,cited,Cunningham v Repatriation Commission [2009] FCA 1272 (9 November 2009),Chameleon Mining NL v Murchison Metals Ltd [2009] FCA 137 (5 February 2009)
09_1272,06_1250,followed,Cunningham v Repatriation Commission [2009] FCA 1272 (9 November 2009),Commissioner of Taxation v Dixon [2006] FCA 1250 (18 September 2006)
09_1272,07_44,followed,Cunningham v Repatriation Commission [2009] FCA 1272 (9 November 2009),Bodum v Housewares International Limited [2007] FCA 44 (6 February 2007)
09_747,07_26,referred_to,Pull v Minister for Immigration amp; Citizenship [2009] FCA 747 (15 July 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_744,08_52,cited,Australian Capital Territory Commissioner for Revenue v Slaven [2009] FCA 744 (10 July 2009),Secretary Department of Employment and Workplace Relations v Comcare [2008] FCA 52 (8 February 2008)
08_1066,07_1100,cited,Samootin v Wagner [2008] FCA 1066 (21 July 2008),SZHLM v Minister for Immigration and Citizenship [2007] FCA 1100 (23 October 2007)
08_1066,07_307,followed,Samootin v Wagner [2008] FCA 1066 (21 July 2008),Alfio Peter Bulic v Commonwealth Bank of Australia Limited [2007] FCA 307 (21 June 2007)
08_1060,08_417,cited,Lawrance v Commonwealth (No 2) [2008] FCA 1060 (17 July 2008),Lawrance v Commonwealth [2008] FCA 417 (4 April 2008)
07_1226,06_195,discussed,SZHBP v Minister for Immigration and Citizenship [2007] FCA 1226 (15 August 2007),Mathews v Health Insurance Commission [2006] FCA 195 (10 March 2006)
07_1224,06_63,cited,SZIPT v Minister for Immigration and Citizenship [2007] FCA 1224 (13 August 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
07_1224,07_26,cited,SZIPT v Minister for Immigration and Citizenship [2007] FCA 1224 (13 August 2007),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
07_1224,06_627,cited,SZIPT v Minister for Immigration and Citizenship [2007] FCA 1224 (13 August 2007),SZDPY v Minister for Immigration and Multicultural Affairs [2006] FCA 627 (25 May 2006)
07_252,06_1722,cited,Kortz Ltd v Data Acquisition Pty Ltd [2007] FCA 252 (2 March 2007),Kortz Ltd v Data Acquisition Pty Ltd [2006] FCA 1722 (11 December 2006)
06_457,06_45,cited,SZGZW v Minister for Immigration Multicultural and Indigenous Affairs [2006] FCA 457 (28 April 2006),Applicant M221/2003 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 45 (3 February 2006)
06_459,06_82,cited,Rubibi Community v Western Australia (No 7)(with Corrigendum dated 10 May 2006) [2006] FCA 459 (28 April 2006),Rubibi Community v State of Western Australia (No 6) (Corrigenda dated 15 February 2006 and 10 May 2006) [2006] FCA 82 (13 February 2006)
06_459,06_404,cited,Rubibi Community v Western Australia (No 7)(with Corrigendum dated 10 May 2006) [2006] FCA 459 (28 April 2006),Risk v Northern Territory of Australia (with Corrigendum dated 29 August 2006) [2006] FCA 404 (29 August 2006)
07_1218,06_107,referred_to,SZHDY v Minister for Immigration and Citizenship [2007] FCA 1218 (9 August 2007),Chief Executive Officer of Customs v Biocontrol Ltd [2006] FCA 107 (16 February 2006)
09_1247,09_39,followed,Khant v Minister for Immigration and Citizenship [2009] FCA 1247 (5 November 2009),Amalia Investments Ltd v Virgtel Global Networks NV [2009] FCA 39 (30 January 2009)
09_1247,07_1318,considered,Khant v Minister for Immigration and Citizenship [2009] FCA 1247 (5 November 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
08_1071,08_33,applied,Australian Securities amp; Investment Commission v GDK Financial Solutions Pty Ltd (in liq) (No 4) [2008] FCA 1071 (22 July 2008),Murgha v State of Queensland [2008] FCA 33 (25 January 2008)
07_1236,07_55,followed,Forest v Queensland Health [2007] FCA 1236 (14 August 2007),Jeremy Jones and on behalf of the Executive Council of Australian Jewry v The Bible Believers Church [2007] FCA 55 (2 February 2007)
07_1236,06_7,cited,Forest v Queensland Health [2007] FCA 1236 (14 August 2007),Communications Electrical Electronic Energy Information Postal Plumbing amp; Allied Services Union of Australia v ACI Operations Pty Ltd [2006] FCA 7 (16 January 2006)
09_1253,08_1008,cited,Smart Company Pty Ltd v Clipsal Australia Pty Ltd [2009] FCA 1253 (9 November 2009),Smart Company Pty Ltd v Clipsal Australia Pty Ltd [2008] FCA 1008 (3 July 2008)
06_466,06_407,cited,Y v The University of Western Australia (No 2) [2006] FCA 466 (1 May 2006),Australian Securities and Investments Commission inthe matter of Richstar Enterprises Pty Ltd (ACN 099 071 968) v Carey (No 2) [2006] FCA 407 (11 April 2006)
09_1259,06_916,cited,Julien v Secretary Department of Employment and Workplace Relations (No 2) [2009] FCA 1259 (6 November 2009),Dunstan v Human Rights and Equal Opportunity Commission (No 3) [2006] FCA 916 (20 July 2006)
09_1259,06_26,applied,Julien v Secretary Department of Employment and Workplace Relations (No 2) [2009] FCA 1259 (6 November 2009),Anastasia Ualesi and Peti J Ualesi t/as Australian Empire Imports v Expeditors International Pty Ltd [2006] FCA 26 (1 February 2006)
08_1091,08_591,cited,Devere Holdings Pty Ltd v Lopez [2008] FCA 1091 (24 July 2008),Flemings Nurseries Pty Ltd v Hannaford [2008] FCA 591 (2 May 2008)
07_1204,06_63,cited,SZFTU v Minister for Immigration and Citizenship [2007] FCA 1204 (9 August 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
09_1220,09_177,cited,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) [2009] FCA 1220 (30 October 2009),Collective Olive Groves Limited in the matter of Collective Olive Groves Limited; application by Reidy [2009] FCA 177 (19 February 2009)
09_1220,08_3,applied,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) [2009] FCA 1220 (30 October 2009),Humane Society International Inc v Kyodo Senpaku Kaisha Ltd [2008] FCA 3 (15 January 2008)
09_1220,06_44,cited,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) [2009] FCA 1220 (30 October 2009),Broad Construction Services (WA) Pty Ltd v The Construction Forestry Mining and Energy Union of Workers (No 2) [2006] FCA 44 (6 February 2006)
09_1222,08_75,applied,Wilkshire v Registrar of Trade Marks (includes corrigendum dated 14 December 2009) [2009] FCA 1222 (30 October 2009),Australian Competition and Consumer Commission v Prouds Jewellers Pty Ltd [2008] FCA 75 (15 February 2008)
09_1222,06_1401,cited,Wilkshire v Registrar of Trade Marks (includes corrigendum dated 14 December 2009) [2009] FCA 1222 (30 October 2009),Fortron Automotive Treatments Pty Ltd v Jones (No 2) [2006] FCA 1401 (27 October 2006)
09_1222,06_1352,cited,Wilkshire v Registrar of Trade Marks (includes corrigendum dated 14 December 2009) [2009] FCA 1222 (30 October 2009),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
09_1221,08_1986,referred_to,Motor Trades Association of Australia Superannuation Fund Pty Ltd v Rickus (No 5) [2009] FCA 1221 (28 October 2009),Motor Trades Association of Australia Superannuation Fund Pty Ltd v Rickus (No 3) [2008] FCA 1986 (24 December 2008)
09_1221,07_2117,referred_to,Motor Trades Association of Australia Superannuation Fund Pty Ltd v Rickus (No 5) [2009] FCA 1221 (28 October 2009),Motor Trades Association of Australia Superannuation Fund Pty Ltd v Rickus [2007] FCA 2117 (7 November 2007)
09_1224,08_343,cited,Russell v Commissioner of Taxation of the Commonwealth of Australia [2009] FCA 1224 (30 October 2009),Russell v Commissioner of Taxation [2008] FCA 343 (14 March 2008)
09_1224,07_345,followed,Russell v Commissioner of Taxation of the Commonwealth of Australia [2009] FCA 1224 (30 October 2009),Price Street Professional Centre Pty Ltd v Commissioner of Taxation [2007] FCA 345 (14 March 2007)
06_472,06_40,cited,Council of the City of Sydney v Goldspar Australia Pty Limited [2006] FCA 472 (3 May 2006),Applicants A277/2002 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 40 (3 February 2006)
09_1225,09_887,cited,Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong (No 4) [2009] FCA 1225 (23 October 2009),Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong (No2) [2009] FCA 887 (14 August 2009)
09_1225,07_1410,considered,Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong (No 4) [2009] FCA 1225 (23 October 2009),KGL Health Pty Limited v Mechtler [2007] FCA 1410 (12 September 2007)
09_1228,08_1542,followed,Austin Nichols amp; Co Inc v Lodestar Anstalt [2009] FCA 1228 (23 October 2009),N.V. Sumatra Tobacco Trading Company v British American Tobacco Australia Services Limited (ACN 004 069 649) [2008] FCA 1542 (16 October 2008)
06_1401,06_458,doubted,Fortron Automotive Treatments Pty Ltd v Jones (No 2) [2006] FCA 1401 (27 October 2006),Duncan v Lipscombe Child Care Services Inc [2006] FCA 458 (28 April 2006)
07_1693,07_123,referred_to,Rivera v Minister for Justice and Customs [2007] FCA 1693 (14 November 2007),MZXIW v Minister for Immigration and Multicultural Affairs [2007] FCA 123 (14 February 2007)
07_1693,06_1784,referred_to,Rivera v Minister for Justice and Customs [2007] FCA 1693 (14 November 2007),Rivera v Minister for Justice and Customs [2006] FCA 1784 (21 December 2006)
07_1216,06_45,discussed,Dartberg Pty Ltd v Wealthcare Financial Planning Pty Ltd [2007] FCA 1216 (10 August 2007),Applicant M221/2003 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 45 (3 February 2006)
07_1216,07_367,cited,Dartberg Pty Ltd v Wealthcare Financial Planning Pty Ltd [2007] FCA 1216 (10 August 2007),Wilhelm v McKay [2007] FCA 367 (15 March 2007)
07_1212,06_63,cited,M175 of 2002 v Minister for Immigration amp; Citizenship [2007] FCA 1212 (10 August 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
09_1234,09_147,cited,Watson v AWB Limited (No 5) [2009] FCA 1234 (30 October 2009),SZKPB v Minister for Immigration amp; Citizenship amp; Another [2009] FCA 147 (17 February 2009)
07_2110,07_2082,referred_to,Clough Engineering Ltd v Oil amp; Natural Gas Corporation Ltd [No 4] [2007] FCA 2110 (21 December 2007),Clough v Oil amp; Natural Gas Corporation Ltd [No 3] (includes corrigendum dated 19 February 2008) [2007] FCA 2082 (21 December 2007)
07_299,06_1352,cited,Hicks v Ruddock [2007] FCA 299 (8 March 2007),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
07_2114,06_9,cited,Nudd v Australian Federal Police [2007] FCA 2114 (21 December 2007),Commissioner of Taxation v Hornibrook [2006] FCA 9 (20 January 2006)
07_2109,07_2021,related,Hall v Repatriation Commission [2007] FCA 2109 (20 December 2007),Hall v Repatriation Commission [2007] FCA 2021 (18 December 2007)
09_1202,09_56,cited,Yang v Mead [2009] FCA 1202 (26 October 2009),Barrick v Qantas Flight Catering Limited (No 2) [2009] FCA 56 (6 February 2009)
09_1202,06_825,cited,Yang v Mead [2009] FCA 1202 (26 October 2009),Maxwell-Smith v S amp; E Hall Pty Limited in the matterof Maxwell-Smith [2006] FCA 825 (3 July 2006)
09_1202,09_637,affirmed,Yang v Mead [2009] FCA 1202 (26 October 2009),Millar v Bornholt [2009] FCA 637 (15 June 2009)
09_1202,07_179,cited,Yang v Mead [2009] FCA 1202 (26 October 2009),Cirillo v Consolidated Press Property Ltd (formerly known as Citicorp Australia Limited) (No 2) [2007] FCA 179 (22 February 2007)
09_1202,07_1191,cited,Yang v Mead [2009] FCA 1202 (26 October 2009),Cavoli v Etl [2007] FCA 1191 (16 August 2007)
09_1202,09_636,affirmed,Yang v Mead [2009] FCA 1202 (26 October 2009),Silvia in the matter of Austcorp Group Limited (Administrators Appointed) [2009] FCA 636 (12 June 2009)
09_1203,08_1147,cited,Pharm-a-Care Laboratories Pty Ltd v Commonwealth of Australia [2009] FCA 1203 (26 October 2009),IO Group Inc v Prestige Club Australasia Pty Ltd [2008] FCA 1147 (8 August 2008)
09_1203,08_1458,cited,Pharm-a-Care Laboratories Pty Ltd v Commonwealth of Australia [2009] FCA 1203 (26 October 2009),Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Ltd [2008] FCA 1458 (29 September 2008)
09_1203,08_1510,cited,Pharm-a-Care Laboratories Pty Ltd v Commonwealth of Australia [2009] FCA 1203 (26 October 2009),Wright Rubber Products Pty Ltd v Bayer AG [2008] FCA 1510 (10 October 2008)
09_1203,07_1664,cited,Pharm-a-Care Laboratories Pty Ltd v Commonwealth of Australia [2009] FCA 1203 (26 October 2009),Bailey v Veda Advantage Information Services and Solutions Limited [2007] FCA 1664 (2 November 2007)
09_1205,09_1084,cited,Horizontal Falls Adventure Tours Pty Ltd (ACN 108 455 410) v Thomas (No 3) [2009] FCA 1205 (27 October 2009),Horizontal Falls Adventure Tours Pty Ltd (ACN 108 455 410) v Thomas (No 2) [2009] FCA 1084 (25 September 2009)
09_1208,08_31,referred_to,Culley v Australian Securities and Investments Commission [2009] FCA 1208 (30 October 2009),Dunstan v Orr [2008] FCA 31 (25 January 2008)
07_1273,06_55,considered,Haneef v Minister for Immigration and Citizenship [2007] FCA 1273 (21 August 2007),MZWXD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 55 (30 January 2006)
06_1804,06_26,referred_to,Tolcher v Capital Finance Australia Limited [2006] FCA 1804 (22 December 2006),Anastasia Ualesi and Peti J Ualesi t/as Australian Empire Imports v Expeditors International Pty Ltd [2006] FCA 26 (1 February 2006)
06_1804,06_52,cited,Tolcher v Capital Finance Australia Limited [2006] FCA 1804 (22 December 2006),Richmond Sales Pty Ltd (In Liq) v Robert McDermott [2006] FCA 52 (8 February 2006)
09_1211,06_63,applied,Shingles v Defence Force Retirement and Death Benefits Authority [2009] FCA 1211 (30 October 2009),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
09_1212,07_1030,cited,Emu Brewery Developments Pty Ltd In the matter of Emu Brewery Developments Pty Ltd (in liquidation) [2009] FCA 1212 (27 October 2009),Elderslie Finance Corporation Limited v Newpage Pty Ltd (No 6) [2007] FCA 1030 (8 June 2007)
09_1217,09_632,cited,Benson v Carroll [2009] FCA 1217 (28 October 2009),Benson Communications Pty Limited v Carroll [2009] FCA 632 (1 June 2009)
09_1216,08_105,cited,SZKCE v Minister for Immigration and Citizenship [2009] FCA 1216 (26 October 2009),Secretary Department of Education Employment amp; Workplace Relations v Holmes (includes corrigendum dated 20 February 2008) [2008] FCA 105 (20 February 2008)
09_1216,08_1814,cited,SZKCE v Minister for Immigration and Citizenship [2009] FCA 1216 (26 October 2009),SZKCE v Minister for Immigration and Citizenship [2008] FCA 1814 (1 December 2008)
07_1247,06_231,followed,SZGCK v Refugee Review Tribunal [2007] FCA 1247 (17 August 2007),VWFP and VWFQ v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 231 (16 March 2006)
07_2106,06_180,cited,Lesuma v Minister for Immigration and Citizenship No 2 [2007] FCA 2106 (19 December 2007),Prestige Property Services Pty Limited v Liquor Hospitality and Miscellaneous Union [2006] FCA 180 (3 March 2006)
07_2106,06_50,cited,Lesuma v Minister for Immigration and Citizenship No 2 [2007] FCA 2106 (19 December 2007),United Salvage Pty Ltd v Louis Dreyfus Armateurs SNC [2006] FCA 50 (8 February 2006)
07_1258,06_91,discussed,CSR Limited v Rockwool International A/S [2007] FCA 1258 (17 August 2007),Pacific National (ACT) Limited (ACN 48 052 134 362) v Queensland Rail (ABN 47 564 947 264) [2006] FCA 91 (16 February 2006)
08_1900,07_293,cited,Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (corrigendum 15 December 2008) [2008] FCA 1900 (12 December 2008),SZIPN v Minister for Immigration amp; Citizenship [2007] FCA 293 (2 March 2007)
08_1900,06_116,cited,Wide Bay Conservation Council Inc v Burnett Water Pty Ltd (corrigendum 15 December 2008) [2008] FCA 1900 (12 December 2008),United Salvage Pty Ltd v Louis Dreyfus Armateurs SNC [2006] FCA 116 (17 February 2006)
07_2034,07_1505,discussed,Bond v Barry [2007] FCA 2034 (18 December 2007),Australian Competition amp; Consumer Commission v Seven Network Limited [2007] FCA 1505 (5 October 2007)
07_2033,07_1080,referred_to,Hills v Sutton [2007] FCA 2033 (18 December 2007),Kelly v Fitzpatrick [2007] FCA 1080 (27 July 2007)
07_1185,07_517,cited,Van Hemmen on behalf of The Kabi Kabi People 3 v State of Queensland [2007] FCA 1185 (9 August 2007),Bluescope Steel Limited (ACN 000 011 058) v Kelly [2007] FCA 517 (12 April 2007)
07_770,06_670,discussed,APN News amp; Media Limited in the matter of APN News amp; Media Limited [2007] FCA 770 (20 April 2007),SFE Corporation Limited in the matter of SFE Corporation Limited [2006] FCA 670 (31 May 2006)
08_99,07_2107,cited,Tervonen v Finland [2008] FCA 99 (19 February 2008),The Republic of Finland v Tervonen [2007] FCA 2107 (24 December 2007)
08_99,07_1684,cited,Tervonen v Finland [2008] FCA 99 (19 February 2008),Tervonen v Minister for Justice and Customs (No 2) [2007] FCA 1684 (6 November 2007)
08_99,07_299,approved,Tervonen v Finland [2008] FCA 99 (19 February 2008),Hicks v Ruddock [2007] FCA 299 (8 March 2007)
